,long,score,lat,n
0,-1.95801868,0.8288535859564139,51.70438426,10
1,-87.632496,0.3235937808795966,41.883222,10
2,-118.1938,0.4665010042334535,33.7692,10
3,-80.1418,0.09846278752617828,26.1358,10
4,144.96469,0.4739719458715758,-37.8121099,10
5,3.56497664,0.7380298587484138,6.46869909,10
6,77.30498398,0.751251142422686,28.50676735,10
7,27.8635755,0.3324726990627741,-32.9911514,10
8,77.0110092,0.21381938700776762,20.7124805,10
9,-88.096389,0.29767044534197235,41.529167,10
10,18.47366533,0.4089447148574608,-34.06068333,10
11,-118.3339186,0.48996481408903264,34.08347674,10
12,1.6762,0.5503360739396916,52.32817,10
13,36.81268742,0.6172214564234295,-1.3114538,10
14,3.357249,0.8817968770246637,6.504751,10
15,145.05118108,0.6151102394844992,-38.22657429,10
16,-73.56725453,0.33334515963697015,45.75975883,10
17,-73.56725453,0.5097362666113564,45.75975883,10
18,8.64929893,0.6138138007895456,44.74346078,10
19,139.620684,0.3832271461139014,35.705193,10
20,123.7597136,0.6390238256031672,10.20725944,10
21,151.70629978,0.7430938995693278,-32.88920957,10
22,-100.3189,0.17869538739551272,25.6714,10
23,-0.11404,0.6488738257310944,51.46221,10
24,7.2768105,0.40398254338007267,9.1034145,10
25,88.3699,0.6435266241715815,22.5697,10
26,-73.56725453,0.29197317720331345,45.75975883,10
27,-117.86996,0.7399958128633182,33.59552,10
28,103.8022186,0.7085907286243882,1.2813938,10
29,-122.419,0.4611891174170234,37.7793,10
30,74.23716676,0.525217414041262,31.35283212,10
31,-6.60953,0.19847893869851066,54.75552,10
32,77.30809,0.4568933768761311,23.268888,10
33,135.76647528,0.3441678860066909,35.00542084,10
34,-95.34642,0.48734952999852343,29.7007,10
35,35.112,0.5656196304291237,31.7691,10
36,28.1049,0.09261215317056194,-25.9956,10
37,72.8764,0.5725204916893064,19.0627,10
38,100.67705078,0.3721630597627677,13.76598429,10
39,144.9630576,0.7249659707581444,-37.8136276,10
40,-0.1094,0.6088997469352005,51.5141,10
41,18.40874081,0.5162017682197003,-33.90751277,10
42,-73.8309,0.3660206509901509,40.7,10
43,100.49353003,0.2581017805249635,5.14794197,10
44,36.0591044,0.6856293011578057,-0.2876357,10
45,77.219672,0.7522816336569651,28.631747,10
46,101.5203,0.5596907621796052,3.0662,10
47,-73.8309,0.6848100222210842,40.7,10
48,-82.45222222,0.4362884203615097,28.00527778,10
49,151.70629978,0.7430938995693278,-32.88920957,10
50,-73.56726563,0.5017882084588012,45.63697547,10
51,-3.68333,0.6982446218285315,40.4,10
52,-73.56725453,0.6067700446251443,45.75975883,10
53,-0.77620106,0.20122580068770174,53.39368289,10
54,145.2590815,0.6849618149650532,-37.9966985,10
55,-6.5,0.8820513245627298,53.83333333,10
56,-1.26079,0.6588295523164888,52.37036,10
57,139.702227,0.6281920639299379,35.748162,10
58,-111.074249,0.4217760972051151,45.6706102,10
59,-2.32993,0.49416190318083414,52.11144,10
60,-121.5705372,0.4432796783428289,37.00748787,10
61,153.03283453,0.6888287025851213,-27.54767912,10
62,-118.3885,0.5138362236631497,33.8492,10
63,-118.2445,0.5885765714980117,34.0564,10
64,88.3699,0.6835470675178974,22.5697,10
