,coordinates,score
399,"-76.7442,38.4428",-1.0
400,"-73.84350331,40.74593584",0.7
401,"-73.96574877,40.63755759",0.46875
402,"55.2741,25.1994",0.0
403,"-95.3694,29.7602",0.0
404,"-74.0007613,40.7207559",-0.16666666666666666
405,"-1.5443416,53.7764473",0.0
406,"-0.2001316,5.55610371",-0.1
407,"-1.61944,54.9881",-2.7755575615628914e-17
408,"115.18068667,-8.70968833",-0.08000000000000003
409,"-0.316667,51.5",0.0
410,"-116.967,34.4439",0.9375
411,"142.98188,-36.3701",0.0
412,"72.83,21.17",0.3636363636363637
413,"-73.47935661,45.6677507",0.0
414,"-1.51667,53.35",-0.6999999999999998
415,"-2.58333,51.45",0.0
416,"79.749685,15.09609",0.0
417,"-74.0064,40.7142",0.06666666666666668
418,"77.597645,12.971117",0.7
419,"-71.1453,42.1583",0.05000000000000001
420,"-106.64916144,35.08729593",0.10625
421,"34.45,31.5167",-0.125
422,"-123.11568975,49.28645123",0.375
423,"-77.4406,43.10208",0.125
424,"-73.56726563,45.63697547",0.3333333333333333
425,"34.45,31.5167",0.0
426,"-78.3195,44.30592",0.27714285714285714
427,"88.34847,22.57381",0.07500000000000001
428,"77.9966649,30.32340345",0.5
429,"-87.89900987,43.03127643",0.04
430,"-73.253,42.4516",0.625
431,"-73.56725453,45.75975883",-0.003333333333333327
432,"72.83,21.17",-0.15000000000000002
433,"-2.6,53.8",-0.15
434,"-97.73549055,30.26585335",0.25
435,"-122.2382,38.1135",0.0
436,"-2.23611111,53.41722222",0.07777777777777778
437,"-80.198654,25.7691398",0.1125
438,"-111.5,39.5",0.1875
439,"-0.21067744,51.52629972",0.45
440,"-73.56725453,45.75975883",-0.14166666666666666
441,"-0.41717206,51.87445665",0.029166666666666664
442,"-1.25381776,53.78729424",-0.3888888888888889
443,"-73.9675,40.7779",0.13636363636363635
444,"23.7876631,38.03621278",0.17424242424242425
445,"-111.07427917,45.67070719",0.13636363636363635
446,"-87.94243,43.54906",0.17045454545454544
447,"14.5431,35.8419",0.25
448,"-0.32346285,51.42851303",0.0625
449,"-74.0647,40.7114",0.75
450,"-111.49262924,33.10301689",0.10833333333333334
451,"-0.36483835,53.75549383",0.0
452,"-71.08179,42.33161",0.375
453,"-84.3889,33.7566",0.17416666666666664
454,"-84.3889,33.7566",1.0
455,"-72.682778,41.764136",0.17045454545454544
456,"-4.13426,51.68269",0.5666666666666667
457,"-74.1924,40.8073",-0.04583333333333334
458,"73.2167,34.15",0.5
459,"-74.96731779,40.1981982",0.0
460,"-73.56726563,45.63697547",0.09393939393939396
461,"88.8898887,22.6655745",0.0
462,"81.5272,16.5445",0.2857142857142857
463,"-79.95834888,43.26643569",0.0625
464,"-95.3694,29.7602",0.0
465,"-61.5224,10.6568",0.2272727272727273
466,"-80.09884,40.29913",0.2
467,"-76.74367857,18.01893466",0.0
468,"-122.7598398,49.2468709",0.0
469,"-97.4460804,35.6673672",0.49375
470,"17.0836,-22.57",0.0
471,"-84.9404,32.4896",0.13636363636363635
472,"-112.0777,33.4482",-0.07847222222222222
473,"-1.1542007,52.6233404",0.0
474,"-1.1542007,52.6233404",0.0
475,"-73.91651,41.09145",0.1875
476,"-84.32350961,33.79752833",0.3
477,"-78.82757338,35.79065379",0.0
478,"-81.26384,32.06222",0.125
479,"-84.3686,33.9374",0.27
480,"-80.130581,26.016058",0.0
481,"0.9008,51.8874",0.5
482,"-81.7947,26.1418",0.0
483,"-98.48822134,29.42445991",0.29696969696969705
484,"-97.1145,32.739",0.1875
485,"9.646751,47.4101406",0.06666666666666668
486,"0.58333333,51.75",0.2313888888888889
487,"-3.4650339,50.7422792",0.5
488,"35.145264,31.625321",0.0
489,"-78.874733,42.874485",0.06818181818181818
490,"67.5303,33.1678",0.03333333333333333
491,"-3,40",0.0
492,"-74.0007613,40.7207559",0.25
493,"-79.67461,43.46305",0.4
494,"89.6412177,27.5146755",0.0
495,"-74.16270375,40.72902308",0.4
496,"-3,40",0.06666666666666668
497,"-73.89095707,40.86048097",-0.033333333333333326
498,"-77.6204,43.1557",0.2922727272727273
499,"35.75,32.85",0.5
500,"-90.070864,29.948479",0.13636363636363635
501,"2.3569,41.4896",-0.2333333333333333
502,"-1.45958762,54.91518684",0.11818181818181818
503,"-117.566,33.8753",0.0
504,"-97.0788,33.0317",0.0
505,"-74.0007613,40.7207559",0.0
506,"3.39583,6.45306",0.0
507,"35,31.75",-0.1
508,"-80.3547177,43.3930366",0.5
509,"-122.59756,45.55891",0.25
510,"-117.16085,32.72554",0.0
511,"-84.21854,33.97799",0.0
512,"-79.3872,43.648",0.3
513,"72.8258,18.975",-0.08666666666666667
514,"69.67096925,23.24941726",0.5
515,"-97.32963,32.74359",0.06666666666666668
516,"-81.32806152,48.47593351",0.25
517,"85.84,20.27",-0.15
518,"-118.24598088,34.15095871",0.4138888888888889
519,"-73.56725453,45.75975883",0.04
520,"-118.1510251,34.1454529",0.10952380952380954
521,"-1.13048994,51.56756757",-0.1
522,"-79.5463,43.8282",0.11489898989898988
523,"-79.3872,43.648",0.2
524,"74.3436,31.5497",-0.6
525,"-79.50354109,43.77141027",0.3333333333333333
526,"74.8667,32.7333",0.575
527,"3.33582899,6.44485602",0.3
528,"-122.675,45.5236111",0.0
529,"-0.1094,51.5141",0.3
530,"-73.56725453,45.75975883",0.20454545454545456
531,"-0.07201521,51.52095018",0.6
532,"-0.54092646,52.39173352",0.0
533,"-118.55405413,34.37373147",0.1
534,"-92.0435399,32.51056",0.17777777777777778
535,"-79.3911,43.6703",0.21875
536,"-73.956522,40.772791",-0.1111111111111111
537,"-81.68862,35.74565",-0.07015692640692643
538,"-77.0367,38.8951",0.0
539,"-97.73549055,30.26585335",0.1
540,"-73.56725453,45.75975883",0.08806818181818182
541,"-95.712891,37.09024",-0.1
542,"-79.9572,39.6304",0.21875
543,"0.52550292,51.6028586",-0.125
544,"-80.42722222,43.685",0.06666666666666668
545,"-81.32806152,48.47593351",0.0
546,"-0.166925,51.428215",0.0
547,"-73.94893439,40.72167865",0.0
548,"-72.8829,40.9071",0.4230942234848484
549,"-115.167212,36.114837",0.125
550,"-0.30698766,52.5630537",0.0
551,"-77.0367,38.8951",0.008333333333333337
552,"0.47262164,51.7352196",0.0
553,"-96.77892818,29.79571595",0.20000000000000004
554,"-93.08826924,36.21997251",0.0
555,"-118.2436849,34.0522342",0.3125
556,"2.3569,41.4896",-0.2333333333333333
557,"27.9196407,-32.9546662",-0.5
558,"-6.26177709,53.34412689",0.2621212121212121
559,"-73.95666837,40.77091422",0.0
560,"-1.26877797,52.89626936",-0.025
561,"-79.5463,43.8282",0.20617424242424245
562,"-4.0744028,51.18736375",0.2
563,"-84.3889,33.7566",0.65
564,"-63.76743365,44.56192559",-0.06818181818181818
565,"-77.6204,43.1557",0.1465909090909091
566,"-84.4734595,42.7257169",0.2
567,"-97.32963,32.74359",0.2916666666666667
568,"-0.1094,51.5141",0.10227272727272728
569,"-89.84968901,35.04893533",0.421875
570,"-8.2523475,51.9126832",0.0
571,"-74.5,40",-0.08124999999999999
572,"3.53114158,6.44238183",0.4583333333333333
573,"-118.29192996,33.96774392",-0.06666666666666668
574,"0.68299477,51.53698642",-0.125
575,"-117.75896598,33.67636731",0.024999999999999988
576,"-73.87019808,40.75735472",0.0
577,"-118.2445,34.0564",0.65
578,"3.33286,6.5459699",0.2674242424242424
579,"-78.8494,42.9047",0.12878787878787878
580,"-79.88386,43.51105",0.0
581,"-1.93048239,53.60276332",0.5
582,"-111.6509,35.1992",0.75
583,"4.91514963,52.37168138",0.37642857142857145
584,"72.88255611,19.10752581",0.01742424242424242
585,"-117.566,33.8753",0.0
586,"-4.4229347,55.8332931",0.0
587,"-74.4056612,40.0583238",-0.125
588,"-73.98024,40.758667",-0.0625
589,"-105.078,40.5592",0.2416666666666667
590,"-81.3775,28.5421",0.18235930735930736
591,"-74.01009,40.703042",-0.0625
592,"-87.64847,41.9168862",0.27738095238095234
593,"-74.00858,40.706019",-0.0625
594,"-73.9905,40.775477",-0.0625
595,"-90.20514105,38.60813537",0.17045454545454544
596,"18.67845733,-34.05234552",0.5
597,"-1.46989346,52.91765398",-0.06818181818181818
598,"-73.9541,40.776777",0.0
599,"55.16950535,25.10061879",-0.3333333333333333
600,"-73.977182,40.780751",-0.125
601,"28.27111111,36.85638889",0.3499999999999999
602,"-88.0612912,42.042459",0.25
603,"-87.632496,41.883222",0.07878787878787878
604,"-73.97759,40.74618",-0.125
605,"-105.09860696,40.40793549",0.0
606,"-83.26074897,42.30770084",0.07833333333333334
607,"-0.34017639,51.74993881",0.0
608,"-80.21,35.79",0.3
609,"-73.95471,40.802853",-0.0625
610,"-96.80962581,32.8050502",0.2619047619047619
611,"-73.97709,40.786387",0.0
612,"-121.90803863,37.40861591",-0.15625
613,"-77.03535,38.91718",0.3012784090909091
614,"3.39583,6.45306",0.011111111111111113
615,"-73.94917,40.762174",0.0
616,"-118.33,46.0651",0.25
617,"-122.82934,49.28242",0.0
618,"-79.96405541,40.46696992",0.45625
619,"-84.7963,34.1648",0.16
620,"34.7696,32.07026",0.0611111111111111
621,"-76.4291,36.9792",0.03333333333333333
622,"-79.08288,43.81682",0.5
623,"11.3514,44.5075",0.2681818181818182
624,"-73.96732,40.759015",-0.125
625,"-121.90803863,37.40861591",-0.15625
626,"-83.92097086,35.98519056",0.3125
627,"-73.56725453,45.75975883",0.2145454545454545
628,"-97.5638614,32.8279094",0.4
629,"3.43088865,6.44427083",-0.4875
630,"-83.844,43.0758",0.2533333333333333
631,"-76.144423,43.046899",0.16818181818181818
632,"-105.9721,35.6542",0.21212121212121213
633,"-0.316667,51.5",0.0
634,"-6.2591,53.3476",0.15833333333333333
635,"-3.5336,50.7218",0.0
636,"-73.93359,40.802395",-0.0625
637,"18.41410412,-33.92849563",-0.25
638,"2.1683,41.3894",0.0
639,"-118.2445,34.0564",0.5
640,"-74.0064,40.7142",0.25
641,"-97.1145,32.739",0.0
642,"-73.94351,40.818151",-0.125
643,"-115.50907202,32.92051939",-0.041666666666666664
644,"-1.1453,52.9492",0.25
645,"-73.977182,40.780751",-0.0625
646,"153.14777386,-30.23969036",0.07638888888888888
647,"-73.9675,40.7779",0.25
648,"-82.73887313,28.09097281",0.3864583333333333
649,"-96.7977,32.7774",0.3181818181818182
650,"-73.97864,40.727093",0.0
651,"-87.632496,41.883222",-0.15208333333333332
652,"-73.977182,40.780751",-0.125
653,"-73.9371,40.826181",0.0
654,"21.008333,52.232222",0.13636363636363635
655,"-74.00721,40.714754",-0.125
656,"-122.7598398,49.2468709",0.0
657,"-79.3,45",0.0
658,"-87.0754208,20.64773955",0.5666666666666667
659,"2.1683,41.3894",0.28409090909090906
660,"-73.94879,40.826201",-0.125
661,"-77.50163,38.2283",0.3340909090909091
662,"-73.93616,40.813385",-0.125
663,"-0.1094,51.5141",0.6121212121212122
664,"103.8677444,1.3553794",0.0
665,"-74.00012,40.741012",-0.0625
666,"-0.75491086,51.63083065",0.0014814814814814725
667,"-73.977182,40.780751",-0.125
668,"-73.84980243,40.74590223",0.6
669,"-73.9856,40.765714",-0.0625
670,"-73.98935,40.732509",-0.0625
671,"-1.53536081,52.28424286",0.5
672,"-73.966,42.6975",0.10666666666666667
673,"-73.92,40.867653",-0.0625
674,"0.24885803,52.02184606",0.0
675,"18.50032,-33.87097",0.5
676,"0.1195,51.5033",0.3
677,"-84.2353,33.5443",-0.042857142857142864
678,"-93.31,44.8337",0.0
679,"3.39583,6.45306",0.2
680,"-81.3775,28.5421",0.18235930735930736
681,"-76.87456817,42.52843569",0.1944444444444444
682,"-73.6867,40.8289",0.13636363636363635
683,"0.1195,51.5033",0.55
684,"-79.7164011,43.7742911",0.08181818181818183
